asn,country,organization,user_agent
48230,UA,LLC MONOLITH.NET,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
48279,UA,Delta-Net LLC,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
48282,RU,Hosting technology LTD,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
50300,GB,CustodianDC Limited,Mozilla/5.0 (compatible; MojeekBot/0.11; +https://www.mojeek.com/bot.html)
50673,NL,Serverius Holding B.V.,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
51167,DE,Contabo GmbH,msnbot/1.0 ( http://search.msn.com/msnbot.htm)
51167,DE,Contabo GmbH,Mozilla/5.0 (compatible; YandexNews/4.0; +http://yandex.com/bots)
51167,DE,Contabo GmbH,Googlebot-Image/1.0
51167,DE,Contabo GmbH,Googlebot/2.1 ( http://www.googlebot.com/bot.html)
51167,DE,Contabo GmbH,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
51167,DE,Contabo GmbH,TurnitinBot (https://turnitin.com/robot/crawlerinfo.html)
51167,DE,Contabo GmbH,Mozilla/5.0 (compatible; bingbot/2.0  http://www.bing.com/bingbot.htm)
51396,DE,Pfcloud UG,DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1;  http://www.google.com/bot.html)
51396,DE,Pfcloud UG,Mozilla/5.0 (iPhone; U; CPU iPhone OS) (compatible; Googlebot-Mobile/2.1;  http://www.google.com/bot.html)
51396,DE,Pfcloud UG,Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot)
51396,DE,Pfcloud UG,Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
51765,FI,Oy Crea Nova Hosting Solution Ltd,"Mozilla/5.0 (Linux; Android 11; Pixel 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.69 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
51852,PA,Private Layer INC,Mozilla/5.0 (compatible; Exabot/3.0;  http://www.exabot.com/go/robot)
51852,PA,Private Layer INC,Mozilla/5.0 (iPhone; U; CPU iPhone OS) (compatible; Googlebot-Mobile/2.1;  http://www.google.com/bot.html)
51852,PA,Private Layer INC,Mozilla/5.0 (compatible; YandexNews/4.0; +http://yandex.com/bots)
51852,PA,Private Layer INC,msnbot-media/1.1 ( http://search.msn.com/msnbot.htm)
51852,PA,Private Layer INC,TurnitinBot (https://turnitin.com/robot/crawlerinfo.html)
51852,PA,Private Layer INC,Facebot
51852,PA,Private Layer INC,msnbot/1.1 ( http://search.msn.com/msnbot.htm)
51852,PA,Private Layer INC,googlebot
52573,BR,Une Telecom Ltda,cc_bot
52613,BR,GIGA MAIS FIBRA TELECOMUNICACOES S.A. (VIP),cc_bot
52871,BR,TASCOM TELECOMUNICAÇÕES LTDA,cc_bot
53125,BR,B S Costa Telecom,cc_bot
53167,BR,SEBRATEL TECNOLOGIA LTDA,cc_bot
53514,US,UHQ Services LLC,Googlebot/2.1 ( http://www.googlebot.com/bot.html)
53514,US,UHQ Services LLC,Facebot
53514,US,UHQ Services LLC,Mozilla/5.0 (compatible; Googlebot/2.1;  http://www.google.com/bot.html)
5606,RO,GTS Telecom SRL,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/W.X.Y.Z Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
59443,KZ,Baynur and P Ltd.,cc_bot
63473,US,"HostHatch, LLC",Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
63473,US,"HostHatch, LLC",Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
63473,US,"HostHatch, LLC",DuckDuckBot/1.1; (+http://duckduckgo.com/duckduckbot.html)
6821,MK,Makedonski Telekom AD-Skopje,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.2.4 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.4 facebookexternalhit/1.1 Facebot Twitterbot/1.0"
701,US,Verizon Business,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
7303,AR,Telecom Argentina S.A.,cc_bot
7738,BR,V.tal,cc_bot
7922,US,"Comcast Cable Communications, LLC",Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
7922,US,"Comcast Cable Communications, LLC","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.2.4 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.4 facebookexternalhit/1.1 Facebot Twitterbot/1.0"
7941,US,Internet Archive,Mozilla/5.0 (compatible; archive.org_bot +http://archive.org/details/archive.org_bot) Zeno/d03bbe0 warc/v0.8.84
8167,BR,V.tal,cc_bot
8193,UZ,"""Uzbektelekom"" Joint Stock Company",cc_bot
8560,DE,IONOS SE,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36 Flyriverbot/1.1 (+https://www.flyriver.com/crawler; AI Content Source Check)"
8767,DE,M-net Telekommunikations GmbH,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
9009,RO,M247 Europe SRL,Mozilla/5.0 (compatible; Googlebot/2.1 +http://www.googlebot.com/bot.html)
9009,RO,M247 Europe SRL,cc_bot
9269,HK,Hong Kong Broadband Network Ltd.,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
